CELL_ID,strava_score_raw
다사52754550,4.787234042553192
다사52754650,896.9872340425533
다사52754675,896.9872340425533
다사52754950,16.4
다사52755075,1111.0
다사52755275,200.0
다사52755300,245.5
다사52755450,1610.9285714285716
다사52755475,791.9285714285714
다사52755725,408.3333333333333
다사52755775,2.583333333333333
다사52755800,2.583333333333333
다사52755875,186.0
다사52755900,186.0
다사53003875,686.3586206896551
다사53003900,374.3586206896552
다사53004000,416.0086206896552
다사53004025,416.0086206896552
다사53004075,19.5
다사53004100,20.25862068965517
다사53004125,95.75862068965516
다사53004150,95.75862068965516
다사53004175,95.75862068965516
다사53004300,25.285714285714285
다사53004375,517.0
다사53004525,4.787234042553192
다사53004550,4.787234042553192
다사53004625,4.787234042553192
다사53004650,2324.532688588008
다사53004750,160.0
다사53004775,160.0
다사53004950,16.4
다사53005450,389.2
다사53005475,389.2
다사53005725,408.3333333333333
다사53005900,186.0
다사53254025,416.0086206896552
다사53254050,755.0086206896551
다사53254075,339.7586206896552
다사53254100,0.7586206896551724
다사53254125,0.7586206896551724
다사53254150,76.25862068965517
다사53254175,0.7586206896551724
다사53254200,0.7586206896551724
다사53254500,138.33333333333334
다사53254525,143.12056737588654
다사53254625,5623.082688588008
다사53254650,1427.5454545454545
다사53254950,426.0
다사53255400,389.2
다사53255425,389.2
다사53255450,389.2
다사53255925,186.0
다사53504050,339.7586206896552
다사53504075,339.7586206896552
다사53504175,0.7586206896551724
다사53504200,0.7586206896551724
다사53504500,138.33333333333334
다사53504525,4.787234042553192
다사53504625,5623.082688588008
다사53504825,922.0
다사53504950,426.0
다사53505100,106.75
